Practice ID,Provider ID,Observation Month,Variable,Value
115,2,5,RVUs,385.77
115,2,6,Encounters,104
115,2,6,RVUs,202.31
115,3,1,Encounters,239
115,3,1,RVUs,649.62
115,3,2,Encounters,250
115,3,2,RVUs,417.16
115,3,3,Encounters,274
115,3,3,RVUs,780.54
115,3,4,Encounters,270
115,3,4,RVUs,508.87
115,3,5,Encounters,233
115,3,5,RVUs,322.03
115,3,6,Encounters,116
115,3,6,RVUs,305.81
115,4,1,Encounters,122
115,4,1,RVUs,221.46
115,5,6,Encounters,17
115,5,6,RVUs,38.65
115,6,1,Encounters,19
115,6,1,RVUs,48.79
115,7,4,Encounters,49
115,7,4,RVUs,135.98
115,7,5,Encounters,56
115,7,5,RVUs,144.58
115,7,6,Encounters,49
115,7,6,RVUs,111.39
116,1,1,Encounters,259
116,1,1,RVUs,604.09
116,1,2,Encounters,198
116,1,2,RVUs,540.8
116,1,3,Encounters,207
116,1,3,RVUs,538.33
116,1,4,Encounters,224
116,1,4,RVUs,481.24
116,1,5,Encounters,172
116,1,5,RVUs,327.95
116,1,6,Encounters,208
116,1,6,RVUs,438.65
116,2,1,Encounters,14
116,2,1,RVUs,33.17
116,2,2,Encounters,27
116,2,2,RVUs,76.61
116,2,3,Encounters,19
116,2,3,RVUs,29.05
116,2,4,Encounters,12
116,2,4,RVUs,14.35
116,2,5,Encounters,15
116,2,5,RVUs,27.9
116,2,6,Encounters,9
116,2,6,RVUs,16.25
116,3,1,Encounters,438
116,3,1,RVUs,1093.04
116,3,2,Encounters,388
116,3,2,RVUs,996.35
116,3,3,Encounters,369
116,3,3,RVUs,609.01
116,3,4,Encounters,426
116,3,4,RVUs,1222.31
116,3,5,Encounters,349
116,3,5,RVUs,783.02
116,3,6,Encounters,402
116,3,6,RVUs,883.28
116,4,1,Encounters,79
116,4,1,RVUs,138.6
116,4,2,Encounters,27
116,4,2,RVUs,81.19
116,4,3,Encounters,18
116,4,3,RVUs,38.03
116,4,4,Encounters,55
116,4,4,RVUs,120.41
116,4,5,Encounters,74
116,4,5,RVUs,150.92
116,4,6,Encounters,38
116,4,6,RVUs,51.4
116,5,1,Encounters,62
116,5,1,RVUs,149.13
116,5,2,Encounters,45
116,5,2,RVUs,126.31
116,5,3,Encounters,67
116,5,3,RVUs,96.32
116,5,4,Encounters,70
116,5,4,RVUs,186.04
116,5,5,Encounters,57
116,5,5,RVUs,99.68
116,5,6,Encounters,56
116,5,6,RVUs,81.02
116,6,1,Encounters,227
116,6,1,RVUs,371.88
116,6,2,Encounters,223
116,6,2,RVUs,614.96
116,6,3,Encounters,239
116,6,3,RVUs,523.17
116,6,4,Encounters,271
116,6,4,RVUs,500.89
116,6,5,Encounters,200
116,6,5,RVUs,421.44
116,6,6,Encounters,214
116,6,6,RVUs,337.58
116,7,1,Encounters,308
116,7,1,RVUs,661.54
116,7,2,Encounters,208
116,7,2,RVUs,471.12
116,7,3,Encounters,202
116,7,3,RVUs,417.01
116,7,4,Encounters,254
116,7,4,RVUs,373.84
116,7,5,Encounters,240
116,7,5,RVUs,537.86
116,7,6,Encounters,214
116,7,6,RVUs,335.13
116,8,1,Encounters,238
116,8,1,RVUs,440.81
116,8,2,Encounters,244
116,8,2,RVUs,325.72
116,8,3,Encounters,220
116,8,3,RVUs,412.95
116,8,4,Encounters,244
116,8,4,RVUs,404.58
116,8,5,Encounters,227
116,8,5,RVUs,636.07
116,8,6,Encounters,239
116,8,6,RVUs,475.64
117,1,1,Encounters,405
117,1,1,RVUs,1048.27
117,1,2,Encounters,329
117,1,2,RVUs,690.64
117,1,3,Encounters,356
117,1,3,RVUs,912.16
117,1,4,Encounters,358
117,1,4,RVUs,487.11
117,1,5,Encounters,316
117,1,5,RVUs,692.14
117,1,6,Encounters,280
117,1,6,RVUs,410.2
118,1,1,Encounters,497
118,1,1,RVUs,1353.19
118,1,2,Encounters,349
118,1,2,RVUs,513.2
118,1,3,Encounters,451
118,1,3,RVUs,1182.91
118,1,4,Encounters,320
118,1,4,RVUs,512.77
118,1,5,Encounters,439
118,1,5,RVUs,889.16
118,1,6,Encounters,492
118,1,6,RVUs,1308.67
119,1,1,Encounters,376
119,1,1,RVUs,567.5
119,1,2,Encounters,278
119,1,2,RVUs,587.25
119,1,3,Encounters,327
119,1,3,RVUs,812.81
119,1,4,Encounters,297
119,1,4,RVUs,391.29
119,1,5,Encounters,321
119,1,5,RVUs,450.64
119,1,6,Encounters,353
119,1,6,RVUs,489.89
119,2,2,Encounters,14
119,2,2,RVUs,25.05
119,2,3,Encounters,3
119,2,3,RVUs,9.61
120,1,1,Encounters,279
120,1,1,RVUs,490.77
120,1,2,Encounters,252
120,1,2,RVUs,717.34
120,1,3,Encounters,273
120,1,3,RVUs,380.5
120,1,4,Encounters,241
120,1,4,RVUs,583.42
120,1,5,Encounters,278
120,1,5,RVUs,692.78
120,1,6,Encounters,266
120,1,6,RVUs,568.98
121,1,5,Encounters,4
121,1,5,RVUs,2.3
121,1,6,Encounters,3
121,1,6,RVUs,2.27
122,1,1,Encounters,279
122,1,1,RVUs,1951.83
122,1,2,Encounters,200
122,1,2,RVUs,1201.03
122,1,3,Encounters,194
122,1,3,RVUs,984.7
122,1,4,Encounters,175
122,1,4,RVUs,914.3
122,1,5,Encounters,214
122,1,5,RVUs,1127.14
122,1,6,Encounters,190
122,1,6,RVUs,933.18
122,2,1,Encounters,309
122,2,1,RVUs,1952.08
122,2,2,Encounters,295
122,2,2,RVUs,1367.1
122,2,3,Encounters,289
122,2,3,RVUs,1888.57
122,2,4,Encounters,282
122,2,4,RVUs,1424.75
122,2,5,Encounters,304
122,2,5,RVUs,2256.1
122,2,6,Encounters,239
122,2,6,RVUs,1749.62
122,3,1,Encounters,189
122,3,1,RVUs,1293.05
122,3,2,Encounters,226
122,3,2,RVUs,1471.63
122,3,3,Encounters,229
122,3,3,RVUs,1040.89
122,3,4,Encounters,208
122,3,4,RVUs,1472.91
122,3,5,Encounters,240
122,3,5,RVUs,1023.98
122,3,6,Encounters,167
122,3,6,RVUs,1264.16
122,4,1,Encounters,165
122,4,1,RVUs,971.54
122,4,2,Encounters,96
122,4,2,RVUs,416.97
122,4,3,Encounters,147
122,4,3,RVUs,937.37
122,4,4,Encounters,178
122,4,4,RVUs,1253.94
122,4,5,Encounters,212
122,4,5,RVUs,1418.54
122,4,6,Encounters,197
122,4,6,RVUs,1445.11
123,1,1,Encounters,167
123,1,1,RVUs,737.3
123,1,2,Encounters,221
123,1,2,RVUs,1665.79
123,1,3,Encounters,218
123,1,3,RVUs,1434.5
123,1,4,Encounters,167
123,1,4,RVUs,1217.86
123,1,5,Encounters,295
123,1,5,RVUs,2139.21
123,1,6,Encounters,355
123,1,6,RVUs,2624.28
123,2,1,Encounters,149
123,2,1,RVUs,953.7
123,2,2,Encounters,134
123,2,2,RVUs,819.08
123,2,3,Encounters,148
123,2,3,RVUs,1050.95
123,2,4,Encounters,126
123,2,4,RVUs,759.32
123,2,5,Encounters,135
123,2,5,RVUs,786.61
123,2,6,Encounters,187
123,2,6,RVUs,785.91
123,3,2,Encounters,165
123,3,2,RVUs,1188.21
123,3,3,Encounters,186
123,3,3,RVUs,1061.41
123,3,4,Encounters,245
123,3,4,RVUs,1036.46
123,3,5,Encounters,89
123,3,5,RVUs,640.25
123,3,6,Encounters,3
123,3,6,RVUs,12.71
123,4,1,Encounters,177
123,4,1,RVUs,1063.98
123,4,2,Encounters,170
123,4,2,RVUs,1238.02
123,4,3,Encounters,144
123,4,3,RVUs,896.33
123,4,4,Encounters,164
123,4,4,RVUs,727.59
123,4,5,Encounters,70
123,4,5,RVUs,509.87
123,5,1,Encounters,4
123,5,1,RVUs,7.03
123,6,1,Encounters,152
123,6,1,RVUs,903.14
123,6,2,Encounters,1
123,6,2,RVUs,9.73
123,6,3,Encounters,3
123,6,3,RVUs,6.75
123,7,1,Encounters,68
123,7,1,RVUs,383.34
123,7,2,Encounters,80
123,7,2,RVUs,435.34
123,7,3,Encounters,88
123,7,3,RVUs,467.31
123,7,4,Encounters,77
123,7,4,RVUs,435.42
123,7,5,Encounters,74
123,7,5,RVUs,392.68
123,7,6,Encounters,78
123,7,6,RVUs,439.84
123,8,1,Encounters,50
123,8,1,RVUs,313.49
123,8,2,Encounters,46
123,8,2,RVUs,322.66
123,8,3,Encounters,91
123,8,3,RVUs,522.74
123,8,4,Encounters,131
123,8,4,RVUs,878.02
123,8,5,Encounters,184
123,8,5,RVUs,1051.38
123,8,6,Encounters,157
123,8,6,RVUs,1120.32
123,9,1,Encounters,5
123,9,1,RVUs,46.58
123,9,2,Encounters,6
123,9,2,RVUs,23.93
123,9,3,Encounters,30
123,9,3,RVUs,171.61
123,9,4,Encounters,36
123,9,4,RVUs,228.28
123,9,5,Encounters,8
123,9,5,RVUs,33.45
123,10,1,Encounters,1
123,10,1,RVUs,10.59
123,10,3,Encounters,4
123,10,3,RVUs,21.4
123,10,4,Encounters,3
123,10,4,RVUs,28.74
123,10,5,Encounters,0
123,10,5,RVUs,13.2
123,10,6,Encounters,11
123,10,6,RVUs,88.66
123,11,1,Encounters,3
123,11,1,RVUs,22.22
123,11,2,Encounters,1
123,11,2,RVUs,12.18
123,11,3,Encounters,2
123,11,3,RVUs,18.81
123,11,4,Encounters,14
123,11,4,RVUs,50.07
123,11,5,Encounters,12
123,11,5,RVUs,81.52
123,11,6,Encounters,0
123,11,6,RVUs,6.1
123,12,1,Encounters,4
123,12,1,RVUs,11.12
123,12,2,Encounters,2
123,12,2,RVUs,20.38
123,12,3,Encounters,5
123,12,3,RVUs,29.55
123,12,4,Encounters,11
123,12,4,RVUs,55.53
123,12,5,Encounters,18
123,12,5,RVUs,72.7
123,12,6,Encounters,14
123,12,6,RVUs,88.94
123,13,6,Encounters,3
123,13,6,RVUs,6.45
124,1,1,Encounters,314
124,1,1,RVUs,419.29
124,1,2,Encounters,320
124,1,2,RVUs,605.48
124,1,3,Encounters,346
124,1,3,RVUs,897.63
124,1,4,Encounters,311
124,1,4,RVUs,731.97
124,1,5,Encounters,251
124,1,5,RVUs,357.58
124,1,6,Encounters,313
124,1,6,RVUs,820.85
125,1,1,Encounters,178
125,1,1,RVUs,653.26
125,1,2,Encounters,99
125,1,2,RVUs,284.23
125,1,3,Encounters,185
125,1,3,RVUs,579.67
125,1,4,Encounters,141
125,1,4,RVUs,503.64
125,1,5,Encounters,125
125,1,5,RVUs,399.37
125,1,6,Encounters,158
125,1,6,RVUs,552.76
125,2,1,Encounters,12
125,2,1,RVUs,33.22
125,2,2,Encounters,10
125,2,2,RVUs,32.71
125,2,3,Encounters,4
125,2,3,RVUs,17.28
125,2,4,Encounters,8
125,2,4,RVUs,15.82
125,2,5,Encounters,6
125,2,5,RVUs,25.67
125,2,6,Encounters,3
125,2,6,RVUs,13.34
125,3,1,Encounters,187
125,3,1,RVUs,810.81
125,3,2,Encounters,116
125,3,2,RVUs,413.34
125,3,3,Encounters,159
125,3,3,RVUs,561.68
125,3,4,Encounters,128
125,3,4,RVUs,371.27
125,3,5,Encounters,239
125,3,5,RVUs,722.26
125,3,6,Encounters,203
125,3,6,RVUs,655.45
126,1,1,Encounters,104
126,1,1,RVUs,169.09
126,1,2,Encounters,133
126,1,2,RVUs,274.77
126,1,3,Encounters,86
126,1,3,RVUs,236.55
126,1,4,Encounters,149
126,1,4,RVUs,322.93
126,1,5,Encounters,149
126,1,5,RVUs,310.13
126,1,6,Encounters,151
126,1,6,RVUs,336.31
126,2,1,Encounters,199
126,2,1,RVUs,576.11
126,2,2,Encounters,189
126,2,2,RVUs,594.25
126,2,3,Encounters,188
126,2,3,RVUs,622.38
126,2,4,Encounters,201
126,2,4,RVUs,815.47
126,2,5,Encounters,201
126,2,5,RVUs,533.98
126,2,6,Encounters,231
126,2,6,RVUs,905.59
126,3,1,Encounters,145
126,3,1,RVUs,393.16
126,3,2,Encounters,119
126,3,2,RVUs,407.29
126,3,3,Encounters,126
126,3,3,RVUs,491.19
126,3,4,Encounters,137
126,3,4,RVUs,314.94
126,3,5,Encounters,149
126,3,5,RVUs,438.1
126,3,6,Encounters,191
126,3,6,RVUs,679.39
126,4,1,Encounters,157
126,4,1,RVUs,452.25
126,4,2,Encounters,162
126,4,2,RVUs,328.36
126,4,3,Encounters,154
126,4,3,RVUs,296.16
126,4,4,Encounters,130
126,4,4,RVUs,326.36
126,5,1,Encounters,33
126,5,1,RVUs,232.12
126,5,2,Encounters,19
126,5,2,RVUs,142.65
126,5,3,Encounters,30
126,5,3,RVUs,188.75
126,5,4,Encounters,25
126,5,4,RVUs,111.89
126,5,5,Encounters,27
126,5,5,RVUs,158.82
126,5,6,Encounters,22
126,5,6,RVUs,131.45
126,6,1,Encounters,66
126,6,1,RVUs,371.4
126,6,2,Encounters,52
126,6,2,RVUs,384.09
126,6,3,Encounters,36
126,6,3,RVUs,223.74
126,6,4,Encounters,51
126,6,4,RVUs,235.95
126,6,5,Encounters,66
126,6,5,RVUs,282.52
126,6,6,Encounters,39
126,6,6,RVUs,289.21
126,7,1,Encounters,149
126,7,1,RVUs,424.86
126,7,3,Encounters,86
126,7,3,RVUs,156.03
126,7,4,Encounters,141
126,7,4,RVUs,391.27
126,8,1,Encounters,40
126,8,1,RVUs,103.95
126,8,2,Encounters,40
126,8,2,RVUs,114.76
126,8,3,Encounters,29
126,8,3,RVUs,75.96
126,8,4,Encounters,102
126,8,4,RVUs,430.86
126,8,5,Encounters,131
126,8,5,RVUs,565.91
126,8,6,Encounters,120
126,8,6,RVUs,380.31
126,9,1,Encounters,222
126,9,1,RVUs,481.82
126,9,2,Encounters,207
126,9,2,RVUs,317.86
126,9,3,Encounters,212
126,9,3,RVUs,430.41
126,9,4,Encounters,215
126,9,4,RVUs,466.77
126,9,5,Encounters,242
126,9,5,RVUs,561.54
126,9,6,Encounters,169
126,9,6,RVUs,418.4
126,10,1,Encounters,151
126,10,1,RVUs,243.21
126,10,2,Encounters,178
126,10,2,RVUs,490.68
126,10,3,Encounters,108
126,10,3,RVUs,173.48
126,11,1,Encounters,11
126,11,1,RVUs,30.19
126,11,2,Encounters,30
126,11,2,RVUs,67.28
126,11,3,Encounters,39
126,11,3,RVUs,156.23
126,11,4,Encounters,69
126,11,4,RVUs,148.15
126,11,5,Encounters,116
126,11,5,RVUs,433.74
126,11,6,Encounters,118
126,11,6,RVUs,406.63
126,12,1,Encounters,14
126,12,1,RVUs,22.58
126,12,2,Encounters,57
126,12,2,RVUs,99.74
126,13,3,Encounters,5
126,13,3,RVUs,17.27
126,14,4,Encounters,53
126,14,4,RVUs,88.22
126,15,5,Encounters,118
126,15,5,RVUs,208.97
126,15,6,Encounters,130
126,15,6,RVUs,296.24
127,1,1,Encounters,183
127,1,1,RVUs,518.06
127,1,2,Encounters,178
127,1,2,RVUs,372.67
127,1,3,Encounters,185
127,1,3,RVUs,427.06
127,1,4,Encounters,177
127,1,4,RVUs,342.36
127,1,5,Encounters,205
127,1,5,RVUs,602.91
127,1,6,Encounters,203
127,1,6,RVUs,497.19
127,2,1,Encounters,616
127,2,1,RVUs,1414.45
127,2,2,Encounters,540
127,2,2,RVUs,1470.46
127,2,3,Encounters,533
127,2,3,RVUs,1221.4
127,2,4,Encounters,625
127,2,4,RVUs,1520.81
127,2,5,Encounters,603
127,2,5,RVUs,1042.53
127,2,6,Encounters,646
127,2,6,RVUs,1057.31
127,3,1,Encounters,266
127,3,1,RVUs,501.43
127,3,2,Encounters,280
127,3,2,RVUs,563.07
127,3,3,Encounters,273
127,3,3,RVUs,703.96
127,3,4,Encounters,295
127,3,4,RVUs,472.16
127,3,5,Encounters,263
127,3,5,RVUs,637.17
127,3,6,Encounters,274
127,3,6,RVUs,618.49
127,4,1,Encounters,160
127,4,1,RVUs,291.64
127,4,2,Encounters,226
127,4,2,RVUs,635.25
127,4,3,Encounters,221
127,4,3,RVUs,520.02
127,4,4,Encounters,244
127,4,4,RVUs,447.59
127,4,5,Encounters,75
127,4,5,RVUs,177.53
127,4,6,Encounters,247
127,4,6,RVUs,381.21
127,5,1,Encounters,22
127,5,1,RVUs,50.54
127,5,2,Encounters,29
127,5,2,RVUs,69.19
127,5,3,Encounters,29
127,5,3,RVUs,38.17
127,5,4,Encounters,29
127,5,4,RVUs,60.11
127,5,5,Encounters,38
127,5,5,RVUs,107.19
127,5,6,Encounters,41
127,5,6,RVUs,86
127,6,1,Encounters,27
127,6,1,RVUs,53.45
127,6,2,Encounters,41
127,6,2,RVUs,76.82
127,6,3,Encounters,66
127,6,3,RVUs,148.93
127,6,4,Encounters,76
127,6,4,RVUs,138.72
127,6,5,Encounters,63
127,6,5,RVUs,126.3
127,6,6,Encounters,65
127,6,6,RVUs,154.7
127,7,1,Encounters,90
127,7,1,RVUs,217.25
127,7,2,Encounters,108
127,7,2,RVUs,204.15
127,7,3,Encounters,181
127,7,3,RVUs,515.63
127,7,4,Encounters,153
127,7,4,RVUs,247.72
127,7,5,Encounters,135
127,7,5,RVUs,283.02
127,7,6,Encounters,223
127,7,6,RVUs,320.37
127,8,1,Encounters,333
127,8,1,RVUs,775.71
127,8,2,Encounters,338
127,8,2,RVUs,477.81
127,8,3,Encounters,433
127,8,3,RVUs,1021.76
127,8,4,Encounters,435
127,8,4,RVUs,879.88
127,8,5,Encounters,356
127,8,5,RVUs,932.29
127,8,6,Encounters,337
127,8,6,RVUs,846.43
127,9,1,Encounters,134
127,9,1,RVUs,357.4
127,9,2,Encounters,95
127,9,2,RVUs,188.93
127,9,3,Encounters,116
127,9,3,RVUs,183.72
127,9,4,Encounters,101
127,9,4,RVUs,277.75
127,9,5,Encounters,30
127,9,5,RVUs,54.36
127,9,6,Encounters,103
127,9,6,RVUs,270.76
127,10,1,Encounters,306
127,10,1,RVUs,504.52
127,10,2,Encounters,352
127,10,2,RVUs,836.88
127,10,3,Encounters,137
127,10,3,RVUs,199.61
127,10,4,Encounters,379
127,10,4,RVUs,524.24
127,10,5,Encounters,360
127,10,5,RVUs,947.82
127,10,6,Encounters,314
127,10,6,RVUs,732.31
127,11,1,Encounters,221
127,11,1,RVUs,593.86
127,11,2,Encounters,226
127,11,2,RVUs,403.15
127,11,3,Encounters,251
127,11,3,RVUs,702.55
127,11,4,Encounters,248
127,11,4,RVUs,435.56
127,11,5,Encounters,271
127,11,5,RVUs,458.33
127,11,6,Encounters,274
127,11,6,RVUs,536.49
127,12,1,Encounters,231
127,12,1,RVUs,607.8
127,12,2,Encounters,211
127,12,2,RVUs,446.38
127,12,3,Encounters,203
127,12,3,RVUs,369.22
127,12,4,Encounters,241
127,12,4,RVUs,399.57
127,12,5,Encounters,264
127,12,5,RVUs,443.32
127,12,6,Encounters,263
127,12,6,RVUs,387.02
127,13,1,Encounters,106
127,13,1,RVUs,294.56
127,13,2,Encounters,111
127,13,2,RVUs,277.6
127,13,3,Encounters,105
127,13,3,RVUs,148.46
127,13,4,Encounters,135
127,13,4,RVUs,282.75
127,13,5,Encounters,128
127,13,5,RVUs,253.15
127,13,6,Encounters,88
127,13,6,RVUs,250.52
127,14,1,Encounters,242
127,14,1,RVUs,336.92
127,14,2,Encounters,252
127,14,2,RVUs,711.34
127,14,3,Encounters,231
127,14,3,RVUs,479.29
127,14,4,Encounters,156
127,14,4,RVUs,309.49
127,14,5,Encounters,276
127,14,5,RVUs,717.47
127,14,6,Encounters,304
127,14,6,RVUs,716.71
127,15,1,Encounters,187
127,15,1,RVUs,401.29
127,15,2,Encounters,179
127,15,2,RVUs,467.66
127,15,3,Encounters,228
127,15,3,RVUs,369.81
127,15,4,Encounters,146
127,15,4,RVUs,331.7
127,15,5,Encounters,196
127,15,5,RVUs,442.33
127,15,6,Encounters,162
127,15,6,RVUs,449.1
127,16,1,Encounters,246
127,16,1,RVUs,674.35
127,16,2,Encounters,251
127,16,2,RVUs,422.03
127,16,3,Encounters,210
127,16,3,RVUs,587.13
127,16,4,Encounters,262
127,16,4,RVUs,398.86
127,16,5,Encounters,266
127,16,5,RVUs,743.02
127,16,6,Encounters,278
127,16,6,RVUs,702.33
127,17,1,Encounters,150
127,17,1,RVUs,348.69
127,17,2,Encounters,157
127,17,2,RVUs,445.34
127,17,3,Encounters,122
127,17,3,RVUs,299.51
127,17,4,Encounters,177
127,17,4,RVUs,363.68
127,17,5,Encounters,187
127,17,5,RVUs,344.07
127,17,6,Encounters,152
127,17,6,RVUs,307.59
127,18,1,Encounters,88
127,18,1,RVUs,174.14
127,18,2,Encounters,91
127,18,2,RVUs,246.54
127,18,3,Encounters,65
127,18,3,RVUs,97.71
127,18,4,Encounters,101
127,18,4,RVUs,196.77
127,18,5,Encounters,86
127,18,5,RVUs,156.8
127,18,6,Encounters,95
127,18,6,RVUs,265.08
127,19,1,Encounters,250
127,19,1,RVUs,553.14
127,19,2,Encounters,228
127,19,2,RVUs,476.07
127,19,3,Encounters,238
127,19,3,RVUs,688.28
127,19,4,Encounters,298
127,19,4,RVUs,550.81
127,19,5,Encounters,199
127,19,5,RVUs,277.63
127,19,6,Encounters,250
127,19,6,RVUs,522.42
127,20,1,Encounters,120
127,20,1,RVUs,183.23
127,20,2,Encounters,103
127,20,2,RVUs,258.57
127,20,3,Encounters,112
127,20,3,RVUs,292.7
127,20,4,Encounters,141
127,20,4,RVUs,335.38
127,20,5,Encounters,132
127,20,5,RVUs,273.87
127,20,6,Encounters,136
127,20,6,RVUs,235.1
127,21,1,Encounters,206
127,21,1,RVUs,527.97
127,21,2,Encounters,220
127,21,2,RVUs,553.98
127,21,3,Encounters,253
127,21,3,RVUs,378.04
127,21,4,Encounters,215
127,21,4,RVUs,350.29
127,21,5,Encounters,273
127,21,5,RVUs,594.1
127,21,6,Encounters,238
127,21,6,RVUs,395.55
127,22,1,Encounters,102
127,22,1,RVUs,405.37
127,22,2,Encounters,123
127,22,2,RVUs,264.96
127,22,3,Encounters,93
127,22,3,RVUs,345.22
127,22,4,Encounters,116
127,22,4,RVUs,432.8
127,22,5,Encounters,234
127,22,5,RVUs,606.25
127,22,6,Encounters,202
127,22,6,RVUs,441.32
127,23,1,Encounters,155
127,23,1,RVUs,422.7
127,23,2,Encounters,170
127,23,2,RVUs,585.91
127,23,3,Encounters,99
127,23,3,RVUs,232.7
127,23,4,Encounters,194
127,23,4,RVUs,408.93
127,23,5,Encounters,174
127,23,5,RVUs,400.34
127,23,6,Encounters,209
127,23,6,RVUs,687.76
127,24,1,Encounters,156
127,24,1,RVUs,394.49
127,24,2,Encounters,124
127,24,2,RVUs,272.17
127,24,3,Encounters,111
127,24,3,RVUs,230.58
127,24,4,Encounters,136
127,24,4,RVUs,213.38
127,24,5,Encounters,157
127,24,5,RVUs,321.81
127,24,6,Encounters,134
127,24,6,RVUs,179.15
127,25,1,Encounters,88
127,25,1,RVUs,173.97
127,25,2,Encounters,97
127,25,2,RVUs,205.51
127,25,3,Encounters,130
127,25,3,RVUs,188.02
127,25,4,Encounters,125
127,25,4,RVUs,302.85
127,25,5,Encounters,79
127,25,5,RVUs,212.5
127,25,6,Encounters,76
127,25,6,RVUs,214.94
127,26,1,Encounters,138
127,26,1,RVUs,580.56
127,26,2,Encounters,154
127,26,2,RVUs,551.83
127,26,3,Encounters,209
127,26,3,RVUs,877.01
127,26,4,Encounters,141
127,26,4,RVUs,473.79
127,26,5,Encounters,167
127,26,5,RVUs,521.3
127,26,6,Encounters,164
127,26,6,RVUs,466.38
127,27,2,Encounters,0
127,27,2,RVUs,4.01
127,27,3,Encounters,7
127,27,3,RVUs,6.78
127,27,4,Encounters,7
127,27,4,RVUs,9.33
127,27,5,Encounters,3
127,27,5,RVUs,4.95
127,27,6,Encounters,2
127,27,6,RVUs,5.34
127,28,1,Encounters,140
127,28,1,RVUs,524.16
127,28,2,Encounters,131
127,28,2,RVUs,284.46
127,28,3,Encounters,205
127,28,3,RVUs,707.94
127,28,4,Encounters,202
127,28,4,RVUs,847.99
127,28,5,Encounters,154
127,28,5,RVUs,570
127,28,6,Encounters,182
127,28,6,RVUs,743.73
127,29,1,Encounters,196
127,29,1,RVUs,542.2
127,29,2,Encounters,134
127,29,2,RVUs,385.98
127,29,3,Encounters,117
127,29,3,RVUs,255.24
127,29,4,Encounters,117
127,29,4,RVUs,369.46
127,29,5,Encounters,148
127,29,5,RVUs,435.64
127,29,6,Encounters,131
127,29,6,RVUs,323.73
127,30,1,Encounters,171
127,30,1,RVUs,731.99
127,30,2,Encounters,117
127,30,2,RVUs,493.4
127,30,3,Encounters,130
127,30,3,RVUs,449.93
127,30,4,Encounters,166
127,30,4,RVUs,361.64
127,30,5,Encounters,163
127,30,5,RVUs,498.07
127,30,6,Encounters,129
127,30,6,RVUs,456.86
127,31,1,Encounters,138
127,31,1,RVUs,479.55
127,31,2,Encounters,138
127,31,2,RVUs,575.66
127,31,3,Encounters,160
127,31,3,RVUs,353.55
127,31,4,Encounters,182
127,31,4,RVUs,761.88
127,31,5,Encounters,172
127,31,5,RVUs,725.72
127,31,6,Encounters,168
127,31,6,RVUs,368.78
127,32,1,Encounters,4
127,32,1,RVUs,14.84
127,32,2,Encounters,11
127,32,2,RVUs,24.07
128,1,1,Encounters,52
128,1,1,RVUs,86.58
128,1,2,Encounters,37
128,1,2,RVUs,73.59
128,1,3,Encounters,12
128,1,3,RVUs,32.43
128,1,4,Encounters,31
128,1,4,RVUs,74.06
128,1,5,Encounters,53
128,1,5,RVUs,106.37
128,1,6,Encounters,7
128,1,6,RVUs,10.69
128,2,1,Encounters,97
128,2,1,RVUs,130.56
128,2,2,Encounters,64
128,2,2,RVUs,105.76
128,2,3,Encounters,64
128,2,3,RVUs,125.84
128,2,4,Encounters,66
128,2,4,RVUs,164.44
128,2,5,Encounters,37
128,2,5,RVUs,77.65
128,2,6,Encounters,73
128,2,6,RVUs,147.45
129,1,1,Encounters,306
129,1,1,RVUs,475.76
129,1,2,Encounters,245
129,1,2,RVUs,471.89
129,1,3,Encounters,230
129,1,3,RVUs,376.61
129,1,4,Encounters,263
129,1,4,RVUs,613.21
129,1,5,Encounters,264
129,1,5,RVUs,720.72
129,1,6,Encounters,180
129,1,6,RVUs,521.67
129,2,1,Encounters,165
129,2,1,RVUs,316.91
129,2,2,Encounters,253
129,2,2,RVUs,414.66
129,2,3,Encounters,280
129,2,3,RVUs,709.88
129,2,4,Encounters,254
129,2,4,RVUs,694.85
129,2,5,Encounters,226
129,2,5,RVUs,430.31
129,2,6,Encounters,236
129,2,6,RVUs,598.89
129,3,1,Encounters,384
129,3,1,RVUs,1097.25
129,3,2,Encounters,327
129,3,2,RVUs,463.92
129,3,3,Encounters,397
129,3,3,RVUs,878.42
129,3,4,Encounters,400
129,3,4,RVUs,850.33
129,3,5,Encounters,355
129,3,5,RVUs,538.14
129,3,6,Encounters,329
129,3,6,RVUs,572.69
129,4,1,Encounters,231
129,4,1,RVUs,425.25
129,4,2,Encounters,268
129,4,2,RVUs,393.12
129,4,3,Encounters,276
129,4,3,RVUs,658.81
129,4,4,Encounters,275
129,4,4,RVUs,569.96
129,4,5,Encounters,169
129,4,5,RVUs,489.68
129,4,6,Encounters,213
129,4,6,RVUs,281.54
129,5,1,Encounters,251
129,5,1,RVUs,454.98
129,5,2,Encounters,225
129,5,2,RVUs,517.66
129,5,3,Encounters,262
129,5,3,RVUs,642.74
129,5,4,Encounters,192
129,5,4,RVUs,297.8
129,5,5,Encounters,211
129,5,5,RVUs,482.28
129,5,6,Encounters,205
129,5,6,RVUs,515.45
129,6,1,Encounters,248
129,6,1,RVUs,536.48
129,6,2,Encounters,241
129,6,2,RVUs,618.43
129,6,3,Encounters,254
129,6,3,RVUs,423.44
129,6,4,Encounters,259
129,6,4,RVUs,400.52
129,6,5,Encounters,192
129,6,5,RVUs,474.77
129,6,6,Encounters,212
129,6,6,RVUs,395.59
